"","SurveyID","SurveyDate","Species","RunYear","LiveTotal","DeadTotal","StreamName"
"803",603677,"11/12/2019","Chum Salmon",2019,5,0,"Sky Slough (LB)"
"804",603677,"11/12/2019","Coho Salmon",2019,0,0,"Sky Slough (LB)"
"805",603678,"11/12/2019","Chum Salmon",2019,0,0,"Sky Slough A"
"806",603679,"11/12/2019","Chum Salmon",2019,0,0,"Sky Slough B"
"807",603680,"11/12/2019","Chum Salmon",2019,0,0,"Sky Slough C"
"808",603681,"11/12/2019","Chum Salmon",2019,0,0,"Sky Slough D"
"809",603685,"11/18/2019","Chum Salmon",2019,14,0,"Sky Slough (LB)"
"810",603685,"11/18/2019","Coho Salmon",2019,0,0,"Sky Slough (LB)"
"811",603686,"11/18/2019","Chum Salmon",2019,0,0,"Sky Slough A"
"812",603687,"11/18/2019","Chum Salmon",2019,0,0,"Sky Slough B"
"813",603688,"11/18/2019","Chum Salmon",2019,0,0,"Sky Slough C"
"814",603689,"11/18/2019","Chum Salmon",2019,0,0,"Sky Slough D"
"815",603729,"11/21/2019","Chum Salmon",2019,89,4,"Sky Slough (LB)"
"816",603729,"11/21/2019","Coho Salmon",2019,0,0,"Sky Slough (LB)"
"817",603735,"11/26/2019","Chum Salmon",2019,0,0,"Sky Slough A"
"818",603735,"11/26/2019","Coho Salmon",2019,1,NA,"Sky Slough A"
"819",603736,"11/26/2019","Chum Salmon",2019,0,0,"Sky Slough B"
"820",603737,"11/26/2019","Chum Salmon",2019,0,0,"Sky Slough D"
"821",603738,"11/26/2019","Chum Salmon",2019,1,0,"Sky Slough C"
"822",603754,"11/26/2019","Chum Salmon",2019,64,13,"Sky Slough (LB)"
"823",603754,"11/26/2019","Coho Salmon",2019,0,0,"Sky Slough (LB)"
"824",604202,"12/05/2019","Coho Salmon",2019,NA,1,"Sky Slough A"
"825",604202,"12/05/2019","Chum Salmon",2019,0,0,"Sky Slough A"
"826",604203,"12/05/2019","Coho Salmon",2019,NA,1,"Sky Slough C"
"827",604203,"12/05/2019","Chum Salmon",2019,1,0,"Sky Slough C"
"828",604203,"12/05/2019","Sockeye Salmon",2019,NA,1,"Sky Slough C"
"829",604204,"12/05/2019","Chum Salmon",2019,0,0,"Sky Slough B"
"830",604205,"12/05/2019","Chum Salmon",2019,0,0,"Sky Slough D"
"831",604208,"12/05/2019","Chum Salmon",2019,74,58,"Sky Slough (LB)"
"832",604208,"12/05/2019","Coho Salmon",2019,0,0,"Sky Slough (LB)"
"833",604228,"12/11/2019","Chum Salmon",2019,2,0,"Sky Slough A"
"834",604229,"12/11/2019","Chum Salmon",2019,NA,NA,"Sky Slough B"
"835",604230,"12/11/2019","Chum Salmon",2019,0,0,"Sky Slough C"
"836",604231,"12/11/2019","Chum Salmon",2019,NA,NA,"Sky Slough D"
"837",604232,"12/11/2019","Chum Salmon",2019,39,121,"Sky Slough (LB)"
"838",604232,"12/11/2019","Coho Salmon",2019,0,1,"Sky Slough (LB)"
"839",604286,"12/18/2019","Chum Salmon",2019,19,89,"Sky Slough (LB)"
"840",604286,"12/18/2019","Coho Salmon",2019,0,0,"Sky Slough (LB)"
"841",604287,"12/18/2019","Chum Salmon",2019,2,0,"Sky Slough A"
"842",604288,"12/18/2019","Chum Salmon",2019,NA,NA,"Sky Slough B"
"843",604289,"12/18/2019","Chum Salmon",2019,0,1,"Sky Slough C"
"844",604290,"12/18/2019","Chum Salmon",2019,NA,NA,"Sky Slough D"
"845",605123,"12/30/2019","Chum Salmon",2019,0,6,"Sky Slough (LB)"
"846",605124,"12/30/2019","Chum Salmon",2019,0,0,"Sky Slough A"
"847",605125,"12/30/2019","Chum Salmon",2019,0,0,"Sky Slough B"
"848",605126,"12/30/2019","Chum Salmon",2019,0,0,"Sky Slough C"
"849",605127,"12/30/2019","Chum Salmon",2019,0,0,"Sky Slough D"
"850",653159,"10/22/2020","Chum Salmon",2020,0,0,"Sky Slough D"
"851",653160,"10/22/2020","Chum Salmon",2020,0,0,"Sky Slough C"
"852",653161,"10/22/2020","Chum Salmon",2020,2,0,"Sky Slough B"
"853",653162,"10/22/2020","Chum Salmon",2020,0,0,"Sky Slough A"
"854",654364,"10/22/2020","Chum Salmon",2020,93,6,"Sky Slough (LB)"
"855",654364,"10/22/2020","Coho Salmon",2020,0,0,"Sky Slough (LB)"
"856",654391,"10/29/2020","Chum Salmon",2020,0,0,"Sky Slough A"
"857",654392,"10/29/2020","Chum Salmon",2020,0,0,"Sky Slough B"
"858",654393,"10/29/2020","Chum Salmon",2020,0,0,"Sky Slough C"
"859",654394,"10/29/2020","Chum Salmon",2020,0,0,"Sky Slough D"
"860",654407,"10/29/2020","Chinook Salmon",2020,1,1,"Sky Slough (LB)"
"861",654407,"10/29/2020","Chum Salmon",2020,266,43,"Sky Slough (LB)"
"862",654407,"10/29/2020","Coho Salmon",2020,0,0,"Sky Slough (LB)"
"863",656654,"11/12/2020","Chum Salmon",2020,16,3,"Sky Slough A"
"864",656655,"11/12/2020","Chum Salmon",2020,28,0,"Sky Slough B"
"865",656656,"11/12/2020","Chum Salmon",2020,5,2,"Sky Slough C"
"866",656657,"11/12/2020","Chum Salmon",2020,0,0,"Sky Slough D"
"867",656661,"11/10/2020","Chum Salmon",2020,876,78,"Sky Slough (LB)"
"868",656661,"11/10/2020","Coho Salmon",2020,0,0,"Sky Slough (LB)"
"869",656681,"11/13/2020","Chum Salmon",2020,NA,47,"Sky Slough (LB)"
"870",656681,"11/13/2020","Coho Salmon",2020,NA,NA,"Sky Slough (LB)"
"871",656697,"11/18/2020","Chum Salmon",2020,24,0,"Sky Slough A"
"872",656698,"11/18/2020","Chum Salmon",2020,0,0,"Sky Slough B"
"873",656699,"11/18/2020","Chum Salmon",2020,15,2,"Sky Slough C"
"874",656700,"11/18/2020","Chum Salmon",2020,0,0,"Sky Slough D"
"875",656702,"11/17/2020","Chum Salmon",2020,677,114,"Sky Slough (LB)"
"876",656702,"11/17/2020","Coho Salmon",2020,0,0,"Sky Slough (LB)"
"877",656733,"11/20/2020","Chum Salmon",2020,NA,40,"Sky Slough (LB)"
"878",656762,"11/25/2020","Chum Salmon",2020,507,243,"Sky Slough (LB)"
"879",656762,"11/25/2020","Coho Salmon",2020,0,0,"Sky Slough (LB)"
"880",656763,"11/25/2020","Chum Salmon",2020,52,10,"Sky Slough A"
"881",656764,"11/25/2020","Chum Salmon",2020,37,7,"Sky Slough B"
"882",656765,"11/25/2020","Chum Salmon",2020,13,8,"Sky Slough C"
"883",656765,"11/25/2020","Coho Salmon",2020,1,0,"Sky Slough C"
"884",656766,"11/25/2020","Chum Salmon",2020,0,0,"Sky Slough D"
"885",656787,"12/03/2020","Chum Salmon",2020,194,591,"Sky Slough (LB)"
"886",656787,"12/03/2020","Coho Salmon",2020,0,0,"Sky Slough (LB)"
"887",658186,"12/03/2020","Chum Salmon",2020,11,14,"Sky Slough A"
"888",658187,"12/03/2020","Chum Salmon",2020,0,0,"Sky Slough B"
"889",658189,"12/03/2020","Chum Salmon",2020,14,31,"Sky Slough C"
"890",658190,"12/03/2020","Chum Salmon",2020,0,0,"Sky Slough D"
"891",658226,"12/10/2020","Chum Salmon",2020,41,455,"Sky Slough (LB)"
"892",658226,"12/10/2020","Coho Salmon",2020,0,0,"Sky Slough (LB)"
"893",658260,"12/10/2020","Chum Salmon",2020,8,7,"Sky Slough A"
"894",658261,"12/10/2020","Chum Salmon",2020,0,0,"Sky Slough B"
"895",658262,"12/10/2020","Chum Salmon",2020,7,23,"Sky Slough C"
"896",658263,"12/10/2020","Chum Salmon",2020,0,0,"Sky Slough D"
"897",658289,"12/21/2020","Chum Salmon",2020,NA,NA,"Sky Slough (LB)"
"898",658289,"12/21/2020","Coho Salmon",2020,NA,NA,"Sky Slough (LB)"
"899",658290,"12/21/2020","Chum Salmon",2020,NA,NA,"Sky Slough A"
"900",658291,"12/21/2020","Chum Salmon",2020,NA,NA,"Sky Slough B"
"901",658292,"12/21/2020","Chum Salmon",2020,NA,NA,"Sky Slough C"
"902",658293,"12/21/2020","Chum Salmon",2020,NA,NA,"Sky Slough D"
"903",658740,"01/11/2021","Chum Salmon",2020,0,0,"Sky Slough (LB)"
"904",658740,"01/11/2021","Coho Salmon",2020,0,0,"Sky Slough (LB)"
"905",659101,"12/28/2020","Chum Salmon",2020,0,55,"Sky Slough (LB)"
"906",659101,"12/28/2020","Coho Salmon",2020,7,0,"Sky Slough (LB)"
"907",659102,"12/28/2020","Chum Salmon",2020,0,7,"Sky Slough A"
"908",659103,"12/28/2020","Chum Salmon",2020,0,4,"Sky Slough B"
"909",659104,"12/28/2020","Chum Salmon",2020,0,4,"Sky Slough C"
"910",659105,"12/28/2020","Chum Salmon",2020,0,0,"Sky Slough D"
"911",679330,"10/27/2021","Chum Salmon",2021,NA,NA,"Sky Slough (LB)"
"912",679330,"10/27/2021","Coho Salmon",2021,0,0,"Sky Slough (LB)"
"913",679332,"10/27/2021","Chum Salmon",2021,NA,NA,"Sky Slough A"
"914",679333,"10/27/2021","Chum Salmon",2021,NA,NA,"Sky Slough B"
"915",679334,"10/27/2021","Chum Salmon",2021,NA,NA,"Sky Slough C"
"916",679335,"10/27/2021","Chum Salmon",2021,NA,NA,"Sky Slough D"
"917",679337,"11/02/2021","Chum Salmon",2021,0,0,"Sky Slough A"
"918",679337,"11/02/2021","Coho Salmon",2021,0,0,"Sky Slough A"
"919",679337,"11/02/2021","Pink Salmon",2021,0,11,"Sky Slough A"
"920",679338,"11/02/2021","Chum Salmon",2021,0,0,"Sky Slough B"
"921",679338,"11/02/2021","Pink Salmon",2021,0,2,"Sky Slough B"
"922",679338,"11/02/2021","Coho Salmon",2021,0,0,"Sky Slough B"
"923",679339,"11/02/2021","Chum Salmon",2021,0,0,"Sky Slough C"
"924",679339,"11/02/2021","Coho Salmon",2021,0,0,"Sky Slough C"
"925",679339,"11/02/2021","Pink Salmon",2021,3,2,"Sky Slough C"
"926",679340,"11/02/2021","Pink Salmon",2021,0,0,"Sky Slough D"
"927",679340,"11/02/2021","Coho Salmon",2021,0,0,"Sky Slough D"
"928",679340,"11/02/2021","Chum Salmon",2021,0,0,"Sky Slough D"
"929",679342,"11/02/2021","Pink Salmon",2021,19,58,"Sky Slough (LB)"
"930",679342,"11/02/2021","Coho Salmon",2021,1,0,"Sky Slough (LB)"
"931",679342,"11/02/2021","Chum Salmon",2021,113,8,"Sky Slough (LB)"
"932",679342,"11/02/2021","Chinook Salmon",2021,0,0,"Sky Slough (LB)"
"933",679356,"10/20/2021","Chum Salmon",2021,0,0,"Sky Slough A"
"934",679373,"11/09/2021","Chum Salmon",2021,27,0,"Sky Slough A"
"935",679373,"11/09/2021","Coho Salmon",2021,6,0,"Sky Slough A"
"936",679374,"11/09/2021","Chum Salmon",2021,4,0,"Sky Slough B"
"937",679374,"11/09/2021","Coho Salmon",2021,20,0,"Sky Slough B"
"938",679375,"11/09/2021","Chum Salmon",2021,1,0,"Sky Slough C"
"939",679375,"11/09/2021","Coho Salmon",2021,0,2,"Sky Slough C"
"940",679376,"11/09/2021","Chum Salmon",2021,0,0,"Sky Slough D"
"941",679376,"11/09/2021","Coho Salmon",2021,0,0,"Sky Slough D"
"942",679377,"11/09/2021","Pink Salmon",2021,0,61,"Sky Slough (LB)"
"943",679377,"11/09/2021","Coho Salmon",2021,1,2,"Sky Slough (LB)"
"944",679377,"11/09/2021","Chum Salmon",2021,604,44,"Sky Slough (LB)"
"945",679385,"11/15/2021","Chum Salmon",2021,NA,NA,"Sky Slough (LB)"
"946",679385,"11/15/2021","Coho Salmon",2021,0,0,"Sky Slough (LB)"
"947",680948,"11/19/2021","Chum Salmon",2021,0,0,"Sky Slough B"
"948",680949,"11/19/2021","Chum Salmon",2021,NA,NA,"Sky Slough (LB)"
"949",680950,"11/19/2021","Chum Salmon",2021,47,1,"Sky Slough A"
"950",680951,"11/19/2021","Chum Salmon",2021,0,0,"Sky Slough D"
"951",680952,"11/19/2021","Chum Salmon",2021,44,0,"Sky Slough C"
"952",680952,"11/19/2021","Coho Salmon",2021,4,NA,"Sky Slough C"
"953",680952,"11/19/2021","Pink Salmon",2021,NA,1,"Sky Slough C"
"954",680954,"11/23/2021","Chum Salmon",2021,448,34,"Sky Slough (LB)"
"955",680954,"11/23/2021","Coho Salmon",2021,13,0,"Sky Slough (LB)"
"956",680985,"12/01/2021","Chum Salmon",2021,NA,NA,"Sky Slough A"
"957",680986,"12/01/2021","Chum Salmon",2021,NA,NA,"Sky Slough B"
"958",680987,"12/01/2021","Chum Salmon",2021,NA,NA,"Sky Slough C"
"959",680988,"12/01/2021","Chum Salmon",2021,NA,NA,"Sky Slough D"
"960",681000,"12/06/2021","Coho Salmon",2021,6,2,"Sky Slough (LB)"
"961",681000,"12/06/2021","Chum Salmon",2021,99,29,"Sky Slough (LB)"
"962",681005,"12/06/2021","Coho Salmon",2021,2,0,"Sky Slough A"
"963",681005,"12/06/2021","Chum Salmon",2021,6,5,"Sky Slough A"
"964",681006,"12/06/2021","Coho Salmon",2021,3,0,"Sky Slough C"
"965",681006,"12/06/2021","Chum Salmon",2021,6,5,"Sky Slough C"
"966",681007,"12/06/2021","Chum Salmon",2021,0,0,"Sky Slough D"
"967",681008,"12/06/2021","Chum Salmon",2021,8,0,"Sky Slough B"
"968",681008,"12/06/2021","Coho Salmon",2021,2,1,"Sky Slough B"
"969",681012,"12/09/2021","Coho Salmon",2021,8,2,"Sky Slough (LB)"
"970",681012,"12/09/2021","Chum Salmon",2021,141,10,"Sky Slough (LB)"
"971",681027,"12/13/2021","Coho Salmon",2021,2,2,"Sky Slough (LB)"
"972",681027,"12/13/2021","Chum Salmon",2021,71,32,"Sky Slough (LB)"
"973",681029,"12/10/2021","Coho Salmon",2021,3,0,"Sky Slough A"
"974",681029,"12/10/2021","Chum Salmon",2021,12,3,"Sky Slough A"
"975",681030,"12/10/2021","Coho Salmon",2021,1,0,"Sky Slough B"
"976",681030,"12/10/2021","Chum Salmon",2021,9,6,"Sky Slough B"
"977",681031,"12/10/2021","Coho Salmon",2021,11,2,"Sky Slough C"
"978",681031,"12/10/2021","Chum Salmon",2021,18,9,"Sky Slough C"
"979",681032,"12/10/2021","Chum Salmon",2021,0,0,"Sky Slough D"
"980",681038,"12/14/2021","Coho Salmon",2021,0,1,"Sky Slough A"
"981",681038,"12/14/2021","Chum Salmon",2021,1,3,"Sky Slough A"
"982",681039,"12/14/2021","Chum Salmon",2021,0,0,"Sky Slough D"
"983",681040,"12/14/2021","Coho Salmon",2021,2,4,"Sky Slough B"
"984",681040,"12/14/2021","Chum Salmon",2021,3,8,"Sky Slough B"
"985",681041,"12/14/2021","Coho Salmon",2021,0,6,"Sky Slough C"
"986",681041,"12/14/2021","Chum Salmon",2021,0,10,"Sky Slough C"
"987",682020,"12/20/2021","Chum Salmon",2021,0,0,"Sky Slough A"
"988",682020,"12/20/2021","Coho Salmon",2021,2,1,"Sky Slough A"
"989",682021,"12/20/2021","Chum Salmon",2021,3,0,"Sky Slough B"
"990",682021,"12/20/2021","Coho Salmon",2021,18,1,"Sky Slough B"
"991",682022,"12/20/2021","Chum Salmon",2021,0,5,"Sky Slough C"
"992",682022,"12/20/2021","Coho Salmon",2021,0,12,"Sky Slough C"
"993",682023,"12/20/2021","Chum Salmon",2021,0,0,"Sky Slough D"
"994",682023,"12/20/2021","Coho Salmon",2021,0,0,"Sky Slough D"
"995",682028,"12/20/2021","Chum Salmon",2021,11,8,"Sky Slough (LB)"
"996",682028,"12/20/2021","Coho Salmon",2021,0,0,"Sky Slough (LB)"
"997",682060,"12/29/2021","Chum Salmon",2021,0,0,"Sky Slough A"
"998",682060,"12/29/2021","Coho Salmon",2021,2,1,"Sky Slough A"
"999",682061,"12/29/2021","Chum Salmon",2021,0,1,"Sky Slough B"
"1000",682061,"12/29/2021","Coho Salmon",2021,7,0,"Sky Slough B"
"1001",682062,"12/29/2021","Chum Salmon",2021,0,2,"Sky Slough C"
"1002",682062,"12/29/2021","Coho Salmon",2021,0,4,"Sky Slough C"
"1003",682063,"12/29/2021","Chum Salmon",2021,0,0,"Sky Slough D"
"1004",682063,"12/29/2021","Coho Salmon",2021,0,0,"Sky Slough D"
"1005",682068,"12/29/2021","Chum Salmon",2021,0,4,"Sky Slough (LB)"
"1006",682068,"12/29/2021","Coho Salmon",2021,0,0,"Sky Slough (LB)"
"1007",682077,"01/07/2022","Chum Salmon",2021,0,0,"Sky Slough A"
"1008",682078,"01/07/2022","Chum Salmon",2021,0,0,"Sky Slough B"
"1009",682079,"01/07/2022","Chum Salmon",2021,0,0,"Sky Slough C"
"1010",682080,"01/07/2022","Chum Salmon",2021,0,0,"Sky Slough D"
"1011",682081,"01/07/2022","Chum Salmon",2021,0,0,"Sky Slough (LB)"
"1012",690425,"11/02/2022","Coho Salmon",2022,12,NA,"Sky Slough B"
"1013",690426,"11/02/2022","Chum Salmon",2022,1,0,"Sky Slough C"
"1014",690427,"11/02/2022","Chum Salmon",2022,0,0,"Sky Slough D"
"1015",690424,"11/02/2022","Chum Salmon",2022,33,1,"Sky Slough A"
"1016",690424,"11/02/2022","Coho Salmon",2022,4,NA,"Sky Slough A"
"1017",690425,"11/02/2022","Chum Salmon",2022,13,0,"Sky Slough B"
"1018",691236,"11/23/2022","Chum Salmon",2022,51,81,"Sky Slough A"
"1019",691237,"11/23/2022","Coho Salmon",2022,17,NA,"Sky Slough B"
"1020",691237,"11/23/2022","Chum Salmon",2022,9,47,"Sky Slough B"
"1021",691774,"11/14/2022","Chum Salmon",2022,0,0,"Sky Slough D"
"1022",691775,"11/14/2022","Chum Salmon",2022,15,6,"Sky Slough C"
"1023",691775,"11/14/2022","Coho Salmon",2022,1,0,"Sky Slough C"
"1024",691776,"11/14/2022","Chum Salmon",2022,33,3,"Sky Slough B"
"1025",691777,"11/14/2022","Chum Salmon",2022,141,44,"Sky Slough A"
"1026",691788,"11/02/2022","Chum Salmon",2022,595,18,"Sky Slough (LB)"
"1027",691788,"11/02/2022","Coho Salmon",2022,0,0,"Sky Slough (LB)"
"1028",691826,"11/23/2022","Coho Salmon",2022,0,0,"Sky Slough (LB)"
"1029",691826,"11/23/2022","Chum Salmon",2022,390,1150,"Sky Slough (LB)"
"1030",691827,"11/14/2022","Chum Salmon",2022,788,1010,"Sky Slough (LB)"
"1031",691827,"11/14/2022","Coho Salmon",2022,0,0,"Sky Slough (LB)"
"1032",691835,"12/05/2022","Chum Salmon",2022,33,48,"Sky Slough A"
"1033",691835,"12/05/2022","Coho Salmon",2022,12,5,"Sky Slough A"
"1034",691837,"12/05/2022","Chum Salmon",2022,6,12,"Sky Slough C"
"1035",691837,"12/05/2022","Coho Salmon",2022,2,2,"Sky Slough C"
"1036",691838,"12/05/2022","Chum Salmon",2022,0,0,"Sky Slough D"
"1037",691839,"11/17/2022","Chum Salmon",2022,NA,20,"Sky Slough (LB)"
"1038",691840,"12/05/2022","Chum Salmon",2022,13,17,"Sky Slough B"
"1039",691844,"12/12/2022","Chum Salmon",2022,0,0,"Sky Slough D"
"1040",691845,"12/12/2022","Chum Salmon",2022,1,20,"Sky Slough B"
"1041",691845,"12/12/2022","Coho Salmon",2022,22,3,"Sky Slough B"
"1042",691846,"12/12/2022","Chum Salmon",2022,0,57,"Sky Slough A"
"1043",691846,"12/12/2022","Coho Salmon",2022,9,2,"Sky Slough A"
"1044",691847,"12/12/2022","Chum Salmon",2022,0,26,"Sky Slough C"
"1045",691847,"12/12/2022","Coho Salmon",2022,6,3,"Sky Slough C"
"1046",691860,"12/12/2022","Chum Salmon",2022,12,6,"Sky Slough (LB)"
"1047",691860,"12/12/2022","Coho Salmon",2022,0,0,"Sky Slough (LB)"
"1048",691902,"12/01/2022","Chum Salmon",2022,452,1152,"Sky Slough (LB)"
"1049",691902,"12/01/2022","Coho Salmon",2022,0,0,"Sky Slough (LB)"
"1050",692008,"11/23/2022","Chum Salmon",2022,9,38,"Sky Slough C"
"1051",692009,"11/23/2022","Chum Salmon",2022,0,0,"Sky Slough D"
"1052",692247,"12/28/2022","Coho Salmon",2022,0,0,"Sky Slough (LB)"
"1053",692256,"12/23/2022","Chum Salmon",2022,NA,NA,"Sky Slough A"
"1054",692257,"12/23/2022","Chum Salmon",2022,NA,NA,"Sky Slough (LB)"
"1055",692264,"12/30/2022","Chum Salmon",2022,3,0,"Sky Slough (LB)"
"1056",692264,"12/30/2022","Coho Salmon",2022,1,NA,"Sky Slough (LB)"
"1057",692268,"12/30/2022","Chum Salmon",2022,0,0,"Sky Slough A"
"1058",692268,"12/30/2022","Coho Salmon",2022,2,0,"Sky Slough A"
"1059",692269,"12/30/2022","Chum Salmon",2022,2,2,"Sky Slough B"
"1060",692270,"12/30/2022","Chum Salmon",2022,2,2,"Sky Slough C"
"1061",692271,"12/30/2022","Chum Salmon",2022,0,0,"Sky Slough D"
"1062",692290,"01/06/2023","Coho Salmon",2022,2,3,"Sky Slough A"
"1063",692290,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough A"
"1064",692291,"01/06/2023","Coho Salmon",2022,5,6,"Sky Slough B"
"1065",692291,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough B"
"1066",692292,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough C"
"1067",692293,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough D"
"1068",692656,"01/06/2023","Coho Salmon",2022,1,0,"Sky Slough (LB)"
"1069",692656,"01/06/2023","Chum Salmon",2022,0,0,"Sky Slough (LB)"
"1070",692658,"01/12/2023","Chum Salmon",2022,0,95,"Sky Slough (LB)"
"1071",692658,"01/12/2023","Coho Salmon",2022,0,0,"Sky Slough (LB)"
